product_desc,category,division,department,qty,true_revenue,total_cost,total_profit,record_count,profit_per_unit,profit_margin_pct,qty_benchmark_median,profit_per_unit_benchmark_median,popularity_index,margin_index,quadrant,recommended_action,profit_contribution_pct,qty_share_pct,revenue_share_pct
SALTED CARAMEL FRAPPE LARGE,BEVERAGES,MEDIUM,TAKE AWAY,70.0,22012.02,7539.92,14472.1,3,206.74,65.75,400.5,156.68,0.17,1.32,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
REPLACE SUGAR FREE OAT LARGE,BEVERAGES,MEDIUM,TAKE AWAY,137.5,21223.71,6922.26,14301.45,3,104.01,67.38,400.5,156.68,0.34,0.66,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
WHITE MOCHA FRAPP LARGE,BEVERAGES,SMALL,TABLE,63.0,18245.04,4215.47,14029.57,2,222.69,76.9,400.5,156.68,0.16,1.42,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
DUO CHOCOLATE - DOUBLE TROUBLE,FOOD,HEALTHY SECTION,TAKE AWAY,37.0,22200.0,8455.36,13744.64,2,371.48,61.91,400.5,156.68,0.09,2.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD RASPBERRY SAUCE MEDIUM,BEVERAGES,COLD BAR SECTION,Toters,779.0,25966.67,12279.15,13687.52,17,17.57,52.71,400.5,156.68,1.95,0.11,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
TOFFEENUT FRAP MEDIUM,BEVERAGES,SMALL,TABLE,64.0,18434.05,4794.99,13639.06,2,213.11,73.99,400.5,156.68,0.16,1.36,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD MOCHA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1136.0,24867.2,11237.42,13629.78,29,12.0,54.81,400.5,156.68,2.84,0.08,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.02,0.0
SIGNATURE ICED CHOCOLATE MEDIUM,BEVERAGES,SMALL,TABLE,77.0,20348.36,6723.31,13625.05,2,176.95,66.96,400.5,156.68,0.19,1.13,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD VANILLA LARGE,BEVERAGES,MEDIUM,TAKE AWAY,694.0,21514.71,7953.09,13561.62,1,19.54,63.03,400.5,156.68,1.73,0.12,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
PISTACHIO YOGHURT SMALL,FOOD,FROZEN YOGHURT,TABLE,109.5,40222.12,26812.02,13410.1,17,122.47,33.34,400.5,156.68,0.27,0.78,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
TOFFEE NUT LATTE MEDIUM,BEVERAGES,LARGE,TAKE AWAY,65.0,18351.35,5307.95,13043.4,1,200.67,71.08,400.5,156.68,0.16,1.28,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ORIENTAL RICE,FOOD,PLAT DE JOUR,TAKE AWAY,95.0,59972.98,46993.33,12979.65,7,136.63,21.64,400.5,156.68,0.24,0.87,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.01
MANGO YOGHURT MEDIUM,FOOD,MEDIUM,TAKE AWAY,48.0,16925.52,4102.85,12822.67,2,267.14,75.76,400.5,156.68,0.12,1.7,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
NUT BLEND,FOOD,HEALTHY SECTION,TAKE AWAY,63.0,21800.0,8984.01,12815.99,2,203.43,58.79,400.5,156.68,0.16,1.3,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
CHICKEN VERDE SALAD,FOOD,GRAB&GO FOOD,TAKE AWAY,48.0,22503.47,9739.38,12764.09,15,265.92,56.72,400.5,156.68,0.12,1.7,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
COFFEE FRAPP LARGE,BEVERAGES,MEDIUM,TAKE AWAY,66.0,16516.51,3990.9,12525.61,1,189.78,75.84,400.5,156.68,0.16,1.21,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
REPLACE SUGAR FREE SOYA SMALL,BEVERAGES,SMALL,TABLE,177.0,17072.07,4620.43,12451.64,2,70.35,72.94,400.5,156.68,0.44,0.45,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
SALTED CARAMEL LATTE SMALL,BEVERAGES,LARGE,TAKE AWAY,66.0,15783.79,3422.75,12361.04,1,187.29,78.31,400.5,156.68,0.16,1.2,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MIXED ROUND BISCUITS,FOOD,HEALTHY SECTION,TAKE AWAY,72.0,21332.43,9279.36,12053.07,4,167.4,56.5,400.5,156.68,0.18,1.07,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SPRINKLES,FOOD,SMALL,Toters,181.0,12728.29,680.38,12047.91,1,66.56,94.65,400.5,156.68,0.45,0.42,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
KIBBEB B LABAN,FOOD,PLAT DE JOUR,TAKE AWAY,73.0,46036.05,34188.34,11847.71,6,162.3,25.74,400.5,156.68,0.18,1.04,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.01
MEXICAN FEISTA SALAD,FOOD,GRAB&GO FOOD,TAKE AWAY,53.0,25883.47,14061.23,11822.24,14,223.06,45.67,400.5,156.68,0.13,1.42,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MOCHA SMALL,BEVERAGES,LARGE,TAKE AWAY,69.0,15496.7,3697.92,11798.78,1,171.0,76.14,400.5,156.68,0.17,1.09,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
POMEGRANATE YOGHURT SMALL,FOOD,MEDIUM,TAKE AWAY,50.0,15171.65,3403.33,11768.32,4,235.37,77.57,400.5,156.68,0.12,1.5,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD HAZELNUT MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,542.0,17016.22,5335.99,11680.23,1,21.55,68.64,400.5,156.68,1.35,0.14,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
STEAMED MILK LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,74.0,14838.9,3216.57,11622.33,19,157.06,78.32,400.5,156.68,0.18,1.0,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
COCONUT CAKE,FOOD,HEALTHY SECTION,TAKE AWAY,38.0,20200.0,8683.89,11516.11,2,303.06,57.01,400.5,156.68,0.09,1.93,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
TURKEY & CHEESE SUB+DRINK,FOOD,OFFER,TAKE AWAY,30.0,14467.27,3009.78,11457.49,10,381.92,79.2,400.5,156.68,0.07,2.44,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
VARIEGATO WAFER,FOOD,MEDIUM,TAKE AWAY,224.5,22530.0,11151.48,11378.52,3,50.68,50.5,400.5,156.68,0.56,0.32,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
HONEY,FOOD,MEDIUM,TAKE AWAY,182.0,12948.47,1635.29,11313.18,2,62.16,87.37,400.5,156.68,0.45,0.4,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
OREO,FOOD,SMALL,Toters,182.0,12692.61,1494.51,11198.1,1,61.53,88.23,400.5,156.68,0.45,0.39,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
PASTA PESTO SALAD,FOOD,GRAB&GO FOOD,TAKE AWAY,37.0,17936.35,6782.92,11153.43,13,301.44,62.18,400.5,156.68,0.09,1.92,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
RED BERR CHESSECAKE - JAR,FOOD,HEALTHY SECTION,TAKE AWAY,30.0,18000.0,6855.7,11144.3,1,371.48,61.91,400.5,156.68,0.07,2.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD WHIPPED CREAM,BEVERAGES,MEDIUM,TAKE AWAY,477.0,15074.18,4226.46,10847.72,1,22.74,71.96,400.5,156.68,1.19,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
CLASSIC PIZZA,FOOD,PIZZA,TAKE AWAY,33.0,16500.0,5711.04,10788.96,1,326.94,65.39,400.5,156.68,0.08,2.09,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
VARIEGATO WAFER,FOOD,SPECULOSE LOTUS,TAKE AWAY,212.0,21100.9,10530.57,10570.33,1,49.86,50.09,400.5,156.68,0.53,0.32,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
PINEAPPLE,FOOD,MEDIUM,TAKE AWAY,212.0,14419.71,3884.64,10535.07,2,49.69,73.06,400.5,156.68,0.53,0.32,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
MANGO MINTED CHEESECAKE - JAR,FOOD,HEALTHY SECTION,TAKE AWAY,28.0,16800.0,6398.65,10401.35,2,371.48,61.91,400.5,156.68,0.07,2.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD RASPBERRY SAUCE SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,588.0,19600.01,9268.5,10331.51,15,17.57,52.71,400.5,156.68,1.47,0.11,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
STRAWBERRY DRIZZLE TOPPING,BEVERAGES,SMALL,TABLE,413.0,13416.52,3112.72,10303.8,2,24.95,76.8,400.5,156.68,1.03,0.16,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
SHISH BARAK,FOOD,PLAT DE JOUR,TAKE AWAY,90.0,56756.76,46611.61,10145.15,7,112.72,17.87,400.5,156.68,0.22,0.72,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.01
SPRINKLES,FOOD,MEDIUM,TAKE AWAY,156.0,10571.65,586.4,9985.25,4,64.01,94.45,400.5,156.68,0.39,0.41,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
VANILLA ECLAIR,FOOD,HEALTHY SECTION,TAKE AWAY,33.0,17500.0,7541.27,9958.73,2,301.78,56.91,400.5,156.68,0.08,1.93,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
LOTUS BISCUITS,FOOD,MEDIUM,TAKE AWAY,170.0,11715.5,1854.03,9861.47,2,58.01,84.17,400.5,156.68,0.42,0.37,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
POMEGRANATE YOGHURT SMALL,FOOD,YOGHURT COMBO SMALL,TAKE AWAY,42.0,12687.69,2858.8,9828.89,1,234.02,77.47,400.5,156.68,0.1,1.49,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SALTED CARAMEL CREAM FRAPPE MEDIUM,BEVERAGES,SMALL,TABLE,49.0,13514.24,3847.01,9667.23,2,197.29,71.53,400.5,156.68,0.12,1.26,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
POMEGRANATE YOGHURT COMBO X-LARGE,FOOD,YOGHURT COMBO SMALL,TAKE AWAY,25.5,13324.32,3694.22,9630.1,1,377.65,72.27,400.5,156.68,0.06,2.41,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
POMEGRANATE YOGHURT COMBO SMALL,FOOD,SMALL,Toters,32.0,11733.33,2178.13,9555.2,1,298.6,81.44,400.5,156.68,0.08,1.91,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD BANANA SAUCE MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,613.0,20210.7,10725.47,9485.23,19,15.47,46.93,400.5,156.68,1.53,0.1,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
PIZZA CHICKEN PESTO,FOOD,PIZZA,TAKE AWAY,28.0,15700.0,6528.87,9171.13,1,327.54,58.41,400.5,156.68,0.07,2.09,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
GUMMY BEARS,FOOD,MEDIUM,TAKE AWAY,149.0,10180.84,1100.18,9080.66,2,60.94,89.19,400.5,156.68,0.37,0.39,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
VANILLA FRAPP LARGE,BEVERAGES,SMALL,TABLE,42.0,11886.79,2867.83,9018.96,2,214.74,75.87,400.5,156.68,0.1,1.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MIXED LONG BISCUITS,FOOD,HEALTHY SECTION,TAKE AWAY,65.0,15958.55,7019.78,8938.77,3,137.52,56.01,400.5,156.68,0.16,0.88,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
MATCHA LATTE SMALL,BEVERAGES,LARGE,TAKE AWAY,66.0,13054.05,4142.45,8911.6,1,135.02,68.27,400.5,156.68,0.16,0.86,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
TOFFEENUT CREAM FRAP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,35.0,11430.63,2615.9,8814.73,16,251.85,77.11,400.5,156.68,0.09,1.61,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
TOFFEENUT FRAP SMALL,BEVERAGES,MEDIUM,TAKE AWAY,46.0,11538.62,2740.42,8798.2,3,191.27,76.25,400.5,156.68,0.11,1.22,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
OATS,FOOD,FROZEN YOGHURT,TAKE AWAY,139.0,9053.09,319.3,8733.79,16,62.83,96.47,400.5,156.68,0.35,0.4,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
LOTUS SPREAD YOGHURT MEDIUM,FOOD,FROZEN YOGHURT,TAKE AWAY,32.5,10991.73,2259.96,8731.77,12,268.67,79.44,400.5,156.68,0.08,1.71,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
WAFER ROLL,FOOD,SMALL,Toters,141.0,9729.54,1001.96,8727.58,1,61.9,89.7,400.5,156.68,0.35,0.4,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
LOTUS YOGHURT SMALL,FOOD,MEDIUM,TAKE AWAY,41.5,12717.98,4005.85,8712.13,2,209.93,68.5,400.5,156.68,0.1,1.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MATCHA LATTE MEDIUM,BEVERAGES,LARGE,TAKE AWAY,56.0,13093.1,4448.04,8645.06,1,154.38,66.03,400.5,156.68,0.14,0.99,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
POMEGRANATE YOGHURT COMBO MEDIUM,FOOD,SMALL,Toters,24.5,10780.0,2192.81,8587.19,1,350.5,79.66,400.5,156.68,0.06,2.24,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
CARROT CAKE HEALTHY,FOOD,HEALTHY SECTION,TAKE AWAY,38.0,15200.0,6665.96,8534.04,2,224.58,56.15,400.5,156.68,0.09,1.43,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD VANILLA SF LARGE,BEVERAGES,MEDIUM,TAKE AWAY,528.0,16143.25,7623.97,8519.28,1,16.14,52.77,400.5,156.68,1.32,0.1,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
REPLACE 3 SHOT YIRGACHEFFE,BEVERAGES,SMALL,TABLE,141.0,9188.58,795.02,8393.56,2,59.53,91.35,400.5,156.68,0.35,0.38,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
PRALINE KISS COOKIE,FOOD,HEALTHY SECTION,TAKE AWAY,33.0,14300.0,5907.0,8393.0,2,254.33,58.69,400.5,156.68,0.08,1.62,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
POTATO SOUFFLE,FOOD,PLAT DE JOUR,TAKE AWAY,30.0,18918.92,10536.08,8382.84,8,279.43,44.31,400.5,156.68,0.07,1.78,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
LOTUS SPREAD YOGHURT COMBO X-LARGE,FOOD,MEDIUM,TAKE AWAY,19.0,10337.83,2145.61,8192.22,1,431.17,79.25,400.5,156.68,0.05,2.75,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
RED VELVET - JAR,FOOD,HEALTHY SECTION,TAKE AWAY,22.0,13200.0,5027.51,8172.49,2,371.48,61.91,400.5,156.68,0.05,2.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
REPLACE SUGAR FREE SOYA SMALL,BEVERAGES,MEDIUM,TAKE AWAY,117.0,11204.51,3054.19,8150.32,3,69.66,72.74,400.5,156.68,0.29,0.44,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ADD HAZELNUT SMALL,BEVERAGES,MEDIUM,TAKE AWAY,331.0,10242.94,2172.46,8070.48,1,24.38,78.79,400.5,156.68,0.83,0.16,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.01,0.0
REPLACE SUGAR FREE OAT LARGE,BEVERAGES,SMALL,TABLE,73.0,11659.3,3675.09,7984.21,2,109.37,68.48,400.5,156.68,0.18,0.7,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ADD CHOCOLATE DRIZZLE,BEVERAGES,MEDIUM,TAKE AWAY,289.0,8926.43,952.94,7973.49,1,27.59,89.32,400.5,156.68,0.72,0.18,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
HAZELNUT FRAPP SMALL,BEVERAGES,MEDIUM,TAKE AWAY,46.0,10432.73,2501.08,7931.65,2,172.43,76.03,400.5,156.68,0.11,1.1,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
VANILLA ASH,FOOD,CRUNCH,TAKE AWAY,59.0,12402.4,4470.82,7931.58,1,134.43,63.95,400.5,156.68,0.15,0.86,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
SPECIALITY COFFEE ST BITES,FOOD,CRUNCH,TAKE AWAY,72.0,11675.68,3866.4,7809.28,1,108.46,66.89,400.5,156.68,0.18,0.69,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
PIZZA GOAT CHEESE,FOOD,PIZZA,TAKE AWAY,23.0,11500.0,3756.82,7743.18,1,336.66,67.33,400.5,156.68,0.06,2.15,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ICED DOUBLE SHOT TOFFEE NUT SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,42.0,9655.36,1983.83,7671.53,16,182.66,79.45,400.5,156.68,0.1,1.17,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SPECIALITY COFFEE ST BITES,FOOD,CREAM,TAKE AWAY,70.0,11351.35,3759.0,7592.35,1,108.46,66.88,400.5,156.68,0.17,0.69,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
PESTO HALLOUMI SUB+DRINK,FOOD,OFFER,TAKE AWAY,27.0,10669.36,3090.42,7578.94,7,280.7,71.03,400.5,156.68,0.07,1.79,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
PISTACHIO CHEESECAKE,FOOD,HEALTHY SECTION,TAKE AWAY,24.0,13000.0,5484.56,7515.44,2,313.14,57.81,400.5,156.68,0.06,2.0,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ROASTED CHICKEN,FOOD,PLAT DE JOUR,TAKE AWAY,108.0,68108.11,60592.97,7515.14,7,69.58,11.03,400.5,156.68,0.27,0.44,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.01
BLUEBERRY YOGHURT,FOOD,FROZEN YOGHURT,TAKE AWAY,28.0,9786.87,2376.37,7410.5,2,264.66,75.72,400.5,156.68,0.07,1.69,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
CHOCO CROISSANT - HEALTHY,FOOD,HEALTHY SECTION,TAKE AWAY,27.0,11200.0,3801.96,7398.04,2,274.0,66.05,400.5,156.68,0.07,1.75,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SALTED CARAMEL CREAM FRAPPE LARGE,BEVERAGES,MEDIUM,TAKE AWAY,33.0,10339.33,2969.73,7369.6,3,223.32,71.28,400.5,156.68,0.08,1.43,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ICED SALTED CARAMEL LATTE LARGE,BEVERAGES,MEDIUM,TAKE AWAY,30.0,9504.5,2208.94,7295.56,3,243.19,76.76,400.5,156.68,0.07,1.55,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
WAFER ROLL,FOOD,MEDIUM,TAKE AWAY,116.0,7955.73,824.3,7131.43,4,61.48,89.64,400.5,156.68,0.29,0.39,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
SIGNATURE ICED CHOCOLATE SMALL,BEVERAGES,SMALL,TABLE,46.0,10042.04,3053.14,6988.9,1,151.93,69.6,400.5,156.68,0.11,0.97,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ADD BANANA SAUCE SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,447.0,14796.53,7821.01,6975.52,19,15.61,47.14,400.5,156.68,1.12,0.1,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
ADD EARL GREY LAVENDER BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,301.0,12267.41,5306.29,6961.12,23,23.13,56.74,400.5,156.68,0.75,0.15,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
TOFFEENUT CREAM FRAP MEDIUM,BEVERAGES,SMALL,TABLE,30.0,8737.08,2023.54,6713.54,2,223.78,76.84,400.5,156.68,0.07,1.43,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD WHITE MOCHA LARGE,BEVERAGES,MEDIUM,TAKE AWAY,298.0,9252.86,2560.42,6692.44,1,22.46,72.33,400.5,156.68,0.74,0.14,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
PISTACHIO CAKE - JAR,FOOD,HEALTHY SECTION,TAKE AWAY,18.0,10800.0,4113.42,6686.58,2,371.48,61.91,400.5,156.68,0.04,2.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
CHOCOLATE QUELLA CRUNCH,FOOD,MEDIUM,TAKE AWAY,146.0,15156.81,8520.72,6636.09,2,45.45,43.78,400.5,156.68,0.36,0.29,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
PESTO HALLOUMI WRAP,FOOD,WRAP,TAKE AWAY,20.0,9333.33,2747.63,6585.7,1,329.28,70.56,400.5,156.68,0.05,2.1,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ICED RASPBERRY TEA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,68.0,7956.87,1377.91,6578.96,7,96.75,82.68,400.5,156.68,0.17,0.62,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
GINGERBREAD COOKIES,FOOD,COOKIES,TAKE AWAY,32.0,9741.77,3179.03,6562.74,15,205.09,67.37,400.5,156.68,0.08,1.31,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
REPLACE COCONUT LARGE,BEVERAGES,SMALL,TABLE,177.0,16780.71,10222.52,6558.19,2,37.05,39.08,400.5,156.68,0.44,0.24,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
SIGNATURE HOT CHOCOLATE LARGE,BEVERAGES,LARGE,TAKE AWAY,32.0,9747.75,3247.8,6499.95,1,203.12,66.68,400.5,156.68,0.08,1.3,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
GRANOLLA,FOOD,MEDIUM,TAKE AWAY,104.0,7049.74,555.83,6493.91,2,62.44,92.12,400.5,156.68,0.26,0.4,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
TOFFEE NUT LATTE SMALL,BEVERAGES,LARGE,TAKE AWAY,37.0,8720.72,2236.85,6483.87,1,175.24,74.35,400.5,156.68,0.09,1.12,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
CHOCOLATE YOGHURT MEDIUM,FOOD,MEDIUM,TAKE AWAY,23.0,8180.21,1731.28,6448.93,1,280.39,78.84,400.5,156.68,0.06,1.79,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
